년월,평수 범위,전용면적,거래금액,데이터 건수,평당 거래금액
201907,50평 이상,538.405,217300,3,1331.878418662531
201908,20평 미만,11395.5819,4000250,216,1158.4160524527492
201908,20~30평,19433.1168,7330160,235,1244.75802049417
201908,30~40평,6620.082,2261900,58,1127.5192663776672
201908,40~50평,3020.6373,952850,21,1040.9740355123072
201908,50평 이상,501.188,212700,3,1400.4924299863524
201909,20평 미만,10052.3149,3500880,202,1149.277963825029
201909,20~30평,19640.6025,7608942,235,1278.4489987005234
201909,30~40평,8350.5816,2821450,73,1114.9864100483733
201909,40~50평,3416.2898,1040700,24,1005.274786699887
201910,20평 미만,11234.487000000001,3880190,214,1139.7607207164865
201910,20~30평,25965.4119,9930175,314,1262.047281445206
201910,30~40평,11036.3456,4065980,96,1215.7768962943674
201910,40~50평,3357.0205,1059600,23,1041.602218395747
201910,50평 이상,364.82899999999995,131000,2,1184.938697307506
201911,20평 미만,10632.6748,3479821,209,1080.0113344950605
201911,20~30평,25552.9561,10155625,306,1311.533678093706
201911,30~40평,10473.5861,3866650,90,1218.2976182341213
201911,40~50평,3720.6438,1133950,26,1005.7493275760502
201911,50평 이상,407.02909999999997,170500,2,1382.3335972784255
201912,20평 미만,11794.0556,4085290,220,1143.0721930800462
201912,20~30평,27739.0709,10860610,333,1292.040859234402
201912,30~40평,10039.7092,3677000,88,1208.6107035849207
201912,40~50평,3300.2807,1016150,23,1016.0635730166831
201912,50평 이상,589.548,247500,3,1385.383378452645
202001,20평 미만,12546.5013,4503044,241,1184.3975339961905
202001,20~30평,31007.6567,12280850,373,1306.9934755824356
202001,30~40평,12280.0165,4527250,107,1216.604635669667
202001,40~50평,5377.938,1794020,38,1100.8431112444955
202002,20평 미만,33383.8234,12974627,610,1282.5453989191662
202002,20~30평,90437.0297,36997650,1084,1350.0249334261362
202002,30~40평,33167.5019,12455570,293,1239.2667112502672
202002,40~50평,11962.5788,3904640,83,1077.1349736061927
202002,50평 이상,782.9336,317600,4,1338.657582201096
202003,20평 미만,20588.087,7444549,388,1193.263448906156
202003,20~30평,38436.9756,14900530,464,1279.2824677912483
202003,30~40평,13450.2123,5193730,118,1274.2779532186269
202003,40~50평,7115.7266,2465202,50,1143.2657629088785
202003,50평 이상,509.004,210700,3,1366.020699247943
202004,20평 미만,23838.9542,8223630,467,1138.3879834795773
202004,20~30평,23453.1113,8885635,290,1250.2646290686387
202004,30~40평,7817.3622,2896250,69,1222.6150913155848
202004,40~50평,3600.9946,1225300,25,1122.8814394778599
202005,20평 미만,20111.4,7409481,395,1215.7924013246218
202005,20~30평,24393.4671,9694945,295,1311.5527353633136
202005,30~40평,8380.8172,3135250,74,1234.5245998206476
202005,40~50평,3361.6301,1195400,23,1173.484256938323
202005,50평 이상,936.543,406200,5,1431.2850557849451
202006,20평 미만,27847.1473,9849610,568,1167.2187692992165
202006,20~30평,31973.674,13236840,388,1366.1730584980633
202006,30~40평,10935.944,4285600,95,1293.210718708874
202006,40~50평,5027.7807,1883850,35,1236.4709940511127
202006,50평 이상,1817.223,721100,10,1309.4870580000363
202007,20평 미만,16109.2599,6068225,326,1243.0827129432557
202007,20~30평,20067.0542,8288250,244,1362.9915346518574
202007,30~40평,4127.4258,1618000,36,1293.639246040474
202007,40~50평,1673.7392,587500,12,1158.334584025994
202007,50평 이상,191.4,90000,1,1551.7241379310344
202008,20평 미만,10484.1735,3843190,201,1209.683052269213
202008,20~30평,13959.054,5946650,169,1405.8219847849286
202008,30~40평,3145.3747,1198050,28,1256.9456351257609
202008,40~50평,2263.9595,724700,16,1056.3395679118819
202008,50평 이상,199.069,93000,1,1541.67650412671
202009,20평 미만,9602.0928,3737553,191,1284.503821916822
202009,20~30평,13136.574,5893895,158,1480.5879752209364
202009,30~40평,3217.8977,1189500,27,1219.8492201911824
202009,40~50평,1842.5805,745600,13,1335.3446430155968
202009,50평 이상,169.668,76800,1,1493.7407171652874
202010,20평 미만,15355.7116,5896005,313,1267.0735819237448
202010,20~30평,16567.4753,6994745,201,1393.2514207520805
202010,30~40평,4040.4483,1507000,35,1230.8287671939768
202010,40~50평,2619.7700999999997,869250,18,1094.9529502607882
202010,50평 이상,339.336,156000,2,1517.080415870995
202011,20평 미만,18253.2519,7081785,362,1280.3138108229361
202011,20~30평,22543.9646,9741545,271,1425.9736062573484
202011,30~40평,6810.4705,2876800,59,1393.9477456072968
202011,40~50평,1983.2766,728800,14,1212.6598982713758
202011,50평 이상,169.668,76800,1,1493.7407171652874
202012,20평 미만,19620.9153,8332533,467,1401.4309974621826
202012,20~30평,23990.9629,11130950,290,1531.082147603171
202012,30~40평,7717.1175,3559350,66,1522.0521133700502
202012,40~50평,3746.112,1335300,26,1176.2835708062119
202012,50평 이상,165.76,70000,1,1393.5810810810813
202101,20평 미만,19537.5405,7885937,384,1331.9789202740233
202101,20~30평,28542.4341,13903620,344,1607.4994108508777
202101,30~40평,6749.011,3161400,59,1545.799821633125
202101,40~50평,3926.5424,1680400,27,1412.2654068373233
202101,50평 이상,207.7821,90000,1,1429.382030502146
202102,20평 미만,22186.0578,8904345,440,1324.4506421505853
202102,20~30평,34746.5859,17295600,419,1642.6212395157936
202102,30~40평,10679.4635,4898350,93,1513.6111472266373
202102,40~50평,4621.6202,1987650,32,1419.2522786705838
202102,50평 이상,567.806,270000,3,1569.1979302790035
202103,20평 미만,27252.1223,10868936,533,1316.1356170781605
202103,20~30평,33373.8575,15490600,402,1531.7072651850328
202103,30~40평,9457.942,4273450,83,1491.0627491688995
202103,40~50평,4577.7026,2149100,32,1549.25529675082
202103,50평 이상,1144.3251,532000,6,1534.1794040871775
202104,20평 미만,22365.0964,8773050,450,1294.4753057268288
202104,20~30평,19331.8036,9242100,235,1577.6556927156037
202104,30~40평,5648.8692,2736600,50,1598.6881055769534
202104,40~50평,1294.4306,651300,9,1660.4134667397389
202104,50평 이상,563.8979999999999,267000,3,1562.5166253471373
202105,20평 미만,19276.5627,7874380,396,1348.0335889966525
202105,20~30평,16367.4717,8211430,198,1655.5836782048627
202105,30~40평,5253.8016,2627500,46,1650.3763674669406
202105,40~50평,2036.8436,958700,14,1553.2414958124423
202105,50평 이상,368.73699999999997,219000,2,1959.9335027404359
202106,20평 미만,14413.5136,5995680,299,1372.721776874724
202106,20~30평,14444.2548,7832850,175,1789.528456670537
202106,30~40평,3688.534,1982500,32,1773.672141831958
202106,40~50평,1420.8229999999999,730200,10,1695.960721356566
202106,50평 이상,335.428,166000,2,1633.1373647995993
202107,20평 미만,15195.6519,6822280,316,1481.576713401812
202107,20~30평,14074.406500000001,8060700,172,1889.9773855473052
202107,30~40평,4420.0261,2427950,38,1812.7121466545186
202107,40~50평,1187.8695,577500,8,1604.3429013035523
202107,50평 이상,368.73699999999997,225000,2,2013.6303110346942
202108,20평 미만,13500.8309,6624500,284,1619.2225620720867
202108,20~30평,11750.5893,6717650,142,1886.5645317039546
202108,30~40평,3122.8136,1594700,28,1685.1822343799195
202108,40~50평,1443.4071,676500,10,1546.653054429343
202109,20평 미만,8923.1033,4208310,192,1556.3445287022507
202109,20~30평,9485.3274,6104250,115,2123.7037110600945
202109,30~40평,3123.5038,1911300,27,2019.2996083436813
202109,40~50평,1541.7721,771000,11,1650.243897914614
202109,50평 이상,165.76,73000,1,1453.3059845559847
202110,20평 미만,8071.701,3872410,175,1583.1796792274638
202110,20~30평,5854.1347,3646550,71,2055.5753525794344
202110,30~40평,2643.042,1489400,23,1859.607225310835
202110,40~50평,717.0468,335800,5,1545.422139810121
202111,20평 미만,4285.5475,2032586,100,1565.1521305037456
202111,20~30평,4301.9551,2596450,52,1991.718835001323
202111,30~40평,777.739,394950,7,1675.7999791703899
202111,40~50평,718.6769999999999,378000,5,1735.689329142299
202111,50평 이상,169.668,92000,1,1789.376900770917
202112,20평 미만,3233.9212,1478048,80,1508.2489950590011
202112,20~30평,3189.658,1765750,39,1826.8337859419412
202112,30~40평,933.9472000000001,540000,8,1908.0307751872908
202112,40~50평,880.2531,398000,6,1492.0708600742219
202112,50평 이상,207.7821,98000,1,1556.4382109912258
202201,20평 미만,2784.7993,1317220,72,1560.9117683992522
202201,20~30평,3976.6032,2212350,48,1835.9274568807868
202201,30~40평,933.1852,566550,8,2003.476908977982
202201,40~50평,299.5502,134500,2,1481.7215945774697
202202,20평 미만,4195.5112,1946900,106,1531.3437847573855
202202,20~30평,3205.4266000000002,1905050,39,1961.256888552681
202202,30~40평,326.287,183500,3,1855.8814785756097
202202,40~50평,440.634,269500,3,2018.3417530195125
202202,50평 이상,398.138,235000,2,1947.8170885471873
202203,20평 미만,5675.1864,2747450,129,1597.5836494110572
202203,20~30평,4927.0039,2758200,60,1847.382341223639
202203,30~40평,884.4391,423450,8,1579.9674618636827
202203,40~50평,285.12,152500,2,1765.0462962962963
202203,50평 이상,169.668,116000,1,2256.1708748850697
202204,20평 미만,6787.296,3350950,153,1629.2401274380843
202204,20~30평,4916.162,2717750,60,1824.3042031568527
202204,30~40평,1817.1112,999200,16,1814.6165187909248
202204,40~50평,1027.2902,506000,7,1625.4413796607814
202205,20평 미만,6787.4167,3200470,168,1556.048709960595
202205,20~30평,5995.3359,3419950,72,1882.4358114780523
202205,30~40평,1842.369,1029000,16,1843.116118432301
202205,40~50평,1015.4025,544000,7,1767.968859639404
202206,20평 미만,6061.6394,2791511,134,1519.718625954556
202206,20~30평,4680.8864,2569870,58,1811.7446729747594
202206,30~40평,881.9403,494750,8,1851.2307465709414
202206,40~50평,275.832,174500,2,2087.6838075350215
202206,50평 이상,191.41,130000,1,2241.2622120056426
202207,20평 미만,3240.1751,1446975,69,1473.691190331041
202207,20~30평,4048.0845,2120450,49,1728.5916338949937
202207,30~40평,464.5071,222800,4,1582.839099768335
202207,40~50평,421.745,199000,3,1557.1020403324283
202207,50평 이상,165.76,109500,1,2179.9589768339765
202208,20평 미만,3412.0394,1544098,79,1493.395240394938
202208,20~30평,4778.4618,2417450,58,1669.4880766861
202208,30~40평,1645.6775,821800,14,1647.9170432846047
202208,40~50평,139.97,35000,1,825.1768236050582
202209,20평 미만,3537.8093,1562000,77,1457.0033495021905
202209,20~30평,5419.744,2720150,65,1656.2581184646358
202209,30~40평,224.57,130000,2,1910.3174956583694
202209,40~50평,695.478,341500,5,1620.3963317315574
202210,20평 미만,2773.8077,1148900,70,1366.8467356262656
202210,20~30평,6888.3358,3488470,84,1671.2238390004156
202210,30~40평,1666.8751,788200,14,1560.4408512671405
202211,20평 미만,3458.7098,1519010,78,1449.3071954172042
202211,20~30평,5629.8769,2594000,68,1520.4950573608455
202211,30~40평,1367.2941,604600,12,1459.2178815077166
202211,40~50평,891.0740000000001,382000,6,1414.697320312342
202212,20평 미만,3240.5038,1449600,67,1476.2149021395992
202212,20~30평,7661.8837,3638790,93,1567.2395288380583
202212,30~40평,1319.6338,567700,12,1419.6438436178278
202212,40~50평,830.063,356000,6,1415.314259279115
202301,20평 미만,4191.5989,1891550,81,1489.1966404514515
202301,20~30평,10652.3762,5030400,128,1558.3677940326588
202301,30~40평,2691.4421,1184250,23,1452.0189752549384
202301,40~50평,1006.425,449800,7,1474.8639988076607
202301,50평 이상,368.73699999999997,186000,2,1664.601057122014
202302,20평 미만,7719.5145,3519270,154,1504.4457782934405
202302,20~30평,18077.5879,8796100,217,1605.6970742208366
202302,30~40평,4889.8551,2237400,43,1509.9465830797317
202302,40~50평,1543.4779999999998,700800,11,1498.3303940840103
202303,20평 미만,8448.7745,3689610,166,1441.1217863608504
202303,20~30평,16756.0322,7813750,202,1538.8711773900743
202303,30~40평,4821.3101,2271000,42,1554.4115281031186
202303,40~50평,1119.956,520500,8,1533.6763229984035
202303,50평 이상,563.8979999999999,273000,3,1597.6293585010058
202304,20평 미만,8745.7797,4018770,166,1516.3817812607379
202304,20~30평,15868.5165,7575900,192,1575.4761952700494
202304,30~40평,5365.6533,2443600,47,1502.8701164870267
202304,40~50평,564.245,244750,4,1431.426064918608
202305,20평 미만,8801.1728,3806800,172,1427.3597718704034
202305,20~30평,19122.7233,9402850,229,1622.6457138560384
202305,30~40평,5233.7115,2486100,46,1567.5548795534487
202305,40~50평,1991.3048,817900,14,1355.4278581561196
202305,50평 이상,169.668,88000,1,1711.5779050852252
202306,20평 미만,8352.9727,3635350,158,1436.21384037326
202306,20~30평,13097.3661,6452400,157,1625.7406136032191
202306,30~40평,2483.7156,1181300,22,1569.5396042928585
202306,40~50평,2303.7615,1034800,16,1482.288856724101
202306,50평 이상,560.137,326000,3,1920.6015671166163
202307,20평 미만,6739.8478,2976080,133,1457.1640623694798
202307,20~30평,13890.8814,6665000,166,1583.3768474907574
202307,30~40평,3112.694,1380250,27,1463.3063834736083
202307,40~50평,873.4786,374300,6,1414.1044783466932
202307,50평 이상,169.668,89000,1,1731.0276540066482
202308,20평 미만,8267.1408,3849140,156,1536.463731209223
202308,20~30평,16063.822400000001,7857500,193,1614.1706098543518
202308,30~40평,2438.0499,1077800,21,1458.8462688971213
202308,40~50평,885.4749999999999,395800,6,1475.072701092634
202309,20평 미만,7213.4197,3133250,146,1433.4012756806592
202309,20~30평,12207.1361,5762700,147,1557.8518863240984
202309,30~40평,4429.4907,2039800,38,1519.6645519540202
202309,40~50평,1110.926,446700,8,1326.9200648828096
202309,50평 이상,165.76,83500,1,1662.3431467181467
202310,20평 미만,7950.7945,3314510,154,1375.6968564588105
202310,20~30평,13572.0601,6610700,164,1607.3690979308292
202310,30~40평,2054.1414,1004650,18,1613.9809070592705
202310,40~50평,701.018,303500,5,1428.7079647027608
202311,20평 미만,5660.0567,2351678,122,1371.105946694845
202311,20~30평,8328.9504,3977900,100,1576.0773410296692
202311,30~40평,2597.2472,1265000,22,1607.2786602676865
202311,40~50평,722.1165,304750,5,1392.6769434017917
202312,20평 미만,5127.1264,2182400,98,1404.6698751175707
202312,20~30평,9346.9868,4680700,112,1652.5443258355729
202312,30~40평,2104.7681,966700,18,1515.6586609232627
202312,40~50평,419.29499999999996,181300,3,1426.8951454226737
202401,20평 미만,5784.4381,2496650,114,1424.3293570727292
202401,20~30평,10773.1276,5246100,132,1606.9734475251178
202401,30~40평,4287.4405,1992900,37,1533.9151645369773
202401,40~50평,1757.4029,737500,12,1384.8560281765779
202401,50평 이상,557.2267999999999,277000,3,1640.4451472901162
202402,20평 미만,7299.0077,3281550,140,1483.6420846630972
202402,20~30평,10430.0641,5153250,127,1630.4525875349127
202402,30~40평,3411.7379,1515300,30,1465.6723777052157
202402,40~50평,714.562,309000,5,1427.0280255597133
202402,50평 이상,368.73699999999997,210000,2,1879.3882902990479
202403,20평 미만,10284.9325,4517550,194,1449.490796366432
202403,20~30평,14212.5313,7139250,173,1657.6586184897265
202403,30~40평,4511.5788,1941350,39,1420.0029045264596
202403,40~50평,1585.6664,674500,11,1403.7315793536395
202403,50평 이상,398.138,176000,2,1458.7906705715104
202404,20평 미만,8071.4673,3415540,152,1396.4353172811589
202404,20~30평,16750.163,7995850,203,1575.2864613914503
202404,30~40평,3620.8258,1649100,31,1502.9803422191699
202404,40~50평,2750.2828,1225100,19,1469.9688337504783
202404,50평 이상,199.069,125000,1,2072.145838879986
